date,price_luna,mean_comments_24h,var_comments_24h,std_comments_24h,upper_std,lower_std,comm_score_mean,num_comm,score_mean,num_comments_mean,num_post,negative,neutral,positive,TerraLUNA
2022-03-01,91.32165992,,,,,,0.5499900766517957,0.2231293737663736,0.4509846489599342,0.3791180629635339,0.1516778523489932,0.7832792974690508,0.7692436224062772,0.8152623648788051,0.0818181818181818
2022-03-02,89.67881356,,,,,,0.6270434924618306,0.2098510676475865,0.6168323321128135,0.4010615791832355,0.1758389261744966,0.7966994094854087,0.7026590991329589,0.8333606149765861,0.0545454545454545
2022-03-03,92.30028255,,,,,,0.5592880983089614,0.2055445899874394,0.289467605617119,0.336327598847162,0.1463087248322147,0.8741265889713821,0.6640349078821677,0.798555171655398,0.0545454545454545
2022-03-04,90.51508659,,,,,,0.5436429286126474,0.1990848734972187,0.2723794638306547,0.3815828465173668,0.1275167785234899,0.7949565416809999,0.6876971339094372,0.8405228758169934,0.0545454545454545
2022-03-05,83.44571225,,,,,,0.4341103214711418,0.1519827740893594,0.1130252336710921,0.3455642038386161,0.123489932885906,0.7075521405049396,0.7348452142569287,0.8783842490092838,0.0636363636363636
2022-03-06,87.55230472,,,,,,0.5661641914739947,0.1800645971649022,0.6185173230040887,0.9560435942181688,0.1127516778523489,0.6874456815114712,0.7178187307377822,0.8983242340286832,0.1
2022-03-07,79.21714485,,,,,,0.6999217213120951,0.2047371254261618,0.319442552460599,0.4068680921170878,0.1463087248322147,0.7457745554362096,0.6727560198241193,0.8785368384641993,0.0636363636363636
2022-03-08,77.82172101,,,,,,0.7711472496799335,0.2057240265566122,0.2876961293401072,0.4130255836159495,0.123489932885906,0.7777541263763601,0.6486908846371386,0.8674298313444377,0.0636363636363636
2022-03-09,85.32036465,,,,,,0.666478161373988,0.232011483940427,0.3521239509360878,0.3603648217049159,0.1677852348993288,0.6889837508901406,0.7515618541303974,0.8837278754143474,0.0636363636363636
2022-03-10,99.20786271,,,,,,0.5080045371846698,0.2040193791494706,1.0,0.4696382936151136,0.1221476510067114,0.7342853741648439,0.788046746102584,0.8395577263121576,0.0545454545454545
2022-03-11,101.16662105,,,,,,0.733441787513398,0.2107482504934505,0.5666779153706203,0.3849485603790697,0.1181208053691275,0.7975396216488744,0.559327453844354,0.8905653717730605,0.0545454545454545
2022-03-12,88.39412089,,,,,,0.8070198424587612,0.1515341826664274,0.3046690977614154,0.4060488001089233,0.0993288590604026,0.6372901245361468,0.687438709344431,0.9431921842446084,0.0363636363636363
2022-03-13,86.0597797,,,,,,0.4849145217914422,0.1841916382558765,0.7902679147837315,0.5565243159593033,0.1073825503355704,0.6940273353893861,0.6391803591583978,0.925727787818102,0.0454545454545454
2022-03-14,87.41254507,,,,,,0.531344228154576,0.1909205095998564,0.1574627734445279,0.254453261334826,0.1637583892617449,0.6524512243831997,0.7318657431340061,0.9154289975956542,0.0454545454545454
2022-03-15,94.85757242,,,,,,0.4320753261746523,0.1772833303427238,0.4722401549386701,0.3352302063068282,0.1261744966442953,0.6847036328871895,0.5546699727498285,0.965844054833587,0.0363636363636363
2022-03-16,88.48187108,,,,,,0.4213104866154187,0.194419522698726,0.7717523850512875,0.4932450587406521,0.1087248322147651,0.7154157508724663,0.6048506748919911,0.9256463434125104,0.0454545454545454
2022-03-17,89.17182055,,,,,,0.5835220018431495,0.1951372689754172,0.3283528448683221,0.3737911945979395,0.1302013422818791,0.6824569088072789,0.6095628788131122,0.9451880888215772,0.0454545454545454
2022-03-18,86.82497651,,,,,,0.6124844173735922,0.2130809258926969,0.2233759495121966,0.3503686651401654,0.1436241610738255,0.7111831658273662,0.6044086379647787,0.9285778313022176,0.0454545454545454
2022-03-19,88.5338651,,,,,,0.6092328064388595,0.1957652969675219,0.5054508690938768,0.3589620933077296,0.1422818791946308,0.654615075117478,0.6601128733742742,0.9429321080462636,0.0454545454545454
2022-03-20,92.12272971,,,,,,0.5809736355421872,0.1657993899156648,0.3281874233961134,0.378018886246844,0.0926174496644295,0.6543680927891455,0.6305164526750789,0.9550177948483032,0.0363636363636363
2022-03-21,90.6049618,,,,,,0.6852927128693456,0.1854476942400861,0.473271199082402,0.3068333262472856,0.138255033557047,0.6699719363891489,0.6243361758989495,0.947357343311506,0.0545454545454545
2022-03-22,95.78374119,,,,,,0.5071748618581774,0.2013278306118787,0.1441482984413907,0.2971255473971881,0.1315436241610738,0.6378290217068094,0.6429688041354269,0.9607594800344728,0.0363636363636363
2022-03-23,93.05102775,,,,,,0.4611998762251454,0.1855374125246725,0.2808198185861194,0.3817730164574194,0.1328859060402684,0.6499092558983666,0.674945647991014,0.9400169017644178,0.0363636363636363
2022-03-24,94.84941471,,,,,,0.6057468016023888,0.1883186793468509,0.5337131371752977,0.4637413539163615,0.1302013422818791,0.6134499745741165,0.7000937644423904,0.9536016949152544,0.0363636363636363
2022-03-25,93.63512877,,,,,,0.5510945664204651,0.2262695137268975,0.5228718989209629,0.496789700701327,0.1315436241610738,0.6971374955279697,0.647846504898261,0.9202127937081406,0.0545454545454545
2022-03-26,90.39801777,,,,,,0.6491977197582474,0.1893952987618876,0.2417688831504196,0.3415374315410534,0.1288590604026845,0.6383064868577137,0.6316871470015684,0.9649944960492188,0.0363636363636363
2022-03-27,91.36948984,,,,,,0.5000383104368787,0.1911896644536156,0.1884336481150629,0.4006331008849476,0.1154362416107382,0.596058457338793,0.7448531545131964,0.9468807287813976,0.0545454545454545
2022-03-28,94.11947262,,,,,,0.6932047555662053,0.2256414857347927,0.2560212544073099,0.4094796908994663,0.1395973154362416,0.6402625538597835,0.6674107156821467,0.9493282585296902,0.0272727272727272
2022-03-29,97.20407293,,,,,,0.5399959080290534,0.2294993719720079,0.3870373359156445,0.3858670003182861,0.1288590604026845,0.6705675491123018,0.6696262013993272,0.9287215822592104,0.0454545454545454
2022-03-30,109.02242529,,,,,,0.8720994881775108,0.2137986721693881,0.4481222106829091,0.3960700496612186,0.123489932885906,0.6596708803840938,0.6910216441992848,0.927189411509168,0.0818181818181818
2022-03-31,105.99867525,,,,,,0.6409245406872133,0.2373945810156109,0.1906705124940032,0.3290874714803686,0.1463087248322147,0.6286979146931403,0.6528382390079275,0.9627228465790532,0.0545454545454545
2022-04-01,103.0043686,0.298203363914373,0.0197578808807987,0.1405627293445838,0.174632550246329,0.1011496127297373,0.5538519677558009,0.2057240265566122,0.3941454163976759,0.217921701623259,0.1288590604026845,0.7113768444051549,0.638254297747361,0.9148147119477288,0.0545454545454545
