date,mean_comments_24h,var_comments_24h,std_comments_24h,upper_std,lower_std,comm_score_mean,num_comm,score_mean,num_comments_mean,num_post,negative,neutral,positive,TerraLUNA,price_luna
2022-04-01,0.298203363914373,0.0197578808807987,0.1405627293445838,0.174632550246329,0.1011496127297373,0.5538519677558009,0.2057240265566122,0.3941454163976759,0.217921701623259,0.1288590604026845,0.7113768444051549,0.638254297747361,0.9148147119477288,0.0545454545454545,103.0043686
2022-04-02,0.3995187246202435,0.0725857019319526,0.2694173378458643,0.309565174965292,0.2229729673049904,0.671557754488734,0.1679526287457383,0.166834234672819,0.3592814759118249,0.0818791946308724,0.6690666444240554,0.6537015704024682,0.936114319482124,0.0454545454545454,105.87786293
2022-04-03,0.5369038763534176,0.0816573534397265,0.2857575081073575,0.3448837183960344,0.2173583161121281,0.6615906676736686,0.1697469944374663,0.4544693176068257,0.3722114000998464,0.0993288590604026,0.6862663112597781,0.6426307750895002,0.9293862454345008,0.0545454545454545,115.17942093
2022-04-04,0.4544614339109751,0.0560365700574757,0.2367204470625124,0.2871174095792942,0.178419542973926,0.5012762966372005,0.2207966983671272,0.2877125026899074,0.3176773164458786,0.1208053691275167,0.6719365560183432,0.6243149388910784,0.946087875462342,0.0454545454545454,112.88947256
2022-04-05,0.3676670294925619,0.0504403170681564,0.2245892185038197,0.2631189773611609,0.1800166954087978,0.5270813950594555,0.1971110712363179,0.1518092591174185,0.2884866194278775,0.1583892617449664,0.5986395734255656,0.6332305688739285,0.990176746026512,0.0545454545454545,116.40347464
2022-04-06,0.4152001063688338,0.0971812319504962,0.3117390446358881,0.3513107245745296,0.265961192132203,0.5784905583940545,0.2179257132603624,0.5771409324388806,0.3299715260410031,0.1543624161073825,0.6859010659560295,0.613079220013041,0.9415307873846812,0.0909090909090909,116.24874557
2022-04-07,0.486104740061162,0.0818510129821651,0.286096160376481,0.3377724721500852,0.2263152619669477,0.7330348750977608,0.2260003588731383,0.1717236927049709,0.378971716440025,0.0859060402684563,0.6894110325083501,0.599709741452021,0.944634327211507,0.0454545454545454,108.04476659
2022-04-08,0.3409446143391096,0.0461030954743761,0.2147163139455783,0.2500084406615707,0.1738891927859221,0.5283485014916636,0.147855732998385,0.3580589627716806,0.3035410241494994,0.1208053691275167,0.7019115820524764,0.7113627812068104,0.8915151117444128,0.0545454545454545,103.52425537
2022-04-09,0.4984097859327216,0.069421254481511,0.2634791348124384,0.3184875828408489,0.1998435089252943,0.5397928496599512,0.139063341108918,0.3871314826769959,0.5174497601878986,0.0805369127516778,0.5978155689653318,0.6865709503071369,0.9692208170094252,0.0454545454545454,94.55789448
2022-04-10,0.3702030894691445,0.044326139862209,0.210537739757529,0.2503907661166468,0.1644344162362129,0.5058520373953554,0.1672348824690472,0.1946665342404529,0.3077834877907316,0.1046979865771812,0.5992596836830283,0.6078492959591245,1.0,0.0363636363636363,97.42293621
2022-04-11,0.6716146101776448,0.1657423445760428,0.4071146577759671,0.4777095803875982,0.3254480729902001,0.5435320840553424,0.2006998026197739,0.8102291438477888,0.5808379445353511,0.1194630872483221,0.7470400921397345,0.6321260446164192,0.8940842520980747,0.0363636363636363,91.86083808
2022-04-12,0.4233745512564817,0.0909874514006307,0.3016412627619616,0.3430925498470034,0.2536890173882695,0.4632951699262603,0.2146958550152521,0.2567504982176439,0.3290495939347175,0.123489932885906,0.6960755574714897,0.6087364968654279,0.936661849893358,0.0363636363636363,82.49235132
2022-04-13,0.388780774101875,0.0494741327906013,0.2224278147862838,0.2641909607873201,0.1741148005121938,0.769850097062722,0.1882289610622645,0.3997300311051118,0.3303310674157864,0.1328859060402684,0.7246523355212325,0.6338843924456722,0.9079394639447442,0.0545454545454545,84.56653928
2022-04-14,0.4548085261764571,0.0745768268232249,0.2730875808659649,0.3210701154039032,0.2175797684042099,0.5062518408289457,0.175758119504755,0.5546958557759942,0.4019623983405222,0.0899328859060402,0.6245355021411798,0.6868549648791857,0.951724526224476,0.0545454545454545,87.91405389
2022-04-15,0.5717575103435869,0.068125675306443,0.2610089563720814,0.3269084419867479,0.1847742112913933,0.6419402579473286,0.1957652969675219,0.4597463259028595,0.4611829783442797,0.0912751677852349,0.6515139701104613,0.66986944781032,0.9410183105302566,0.0545454545454545,81.55973691
2022-04-16,0.4064479344840097,0.0386622187377584,0.1966271058062912,0.2427221490912064,0.1433028068146962,0.4984037406879228,0.1539565763502602,0.1433073278550404,0.3204573497577138,0.0791946308724832,0.6544079799721403,0.6262696793777237,0.9567029616314854,0.0545454545454545,80.34948902
2022-04-17,0.4726796139640175,0.037827639226593,0.1944932883844401,0.2504161877337481,0.1297997944018612,0.8035920237628581,0.1569172797416113,0.6488643699747638,0.3875467326786019,0.1033557046979865,0.661237283152014,0.6233184266183074,0.9534494839503836,0.0636363636363636,80.94802061
2022-04-18,0.6612062170938554,0.122211121688803,0.3495870731145575,0.4225598170710165,0.2651697444894481,0.6266797378849616,0.2505831688498116,0.5455465115505181,0.4659844052264996,0.1302013422818791,0.6926584368223931,0.6638595919042325,0.9166745024757188,0.0545454545454545,77.20529402
2022-04-19,0.4021672649913574,0.051823608096011,0.2276479916362344,0.2710144176983424,0.1774802489737709,0.5269067876388267,0.174412345235959,0.2652973868133719,0.3004296146352427,0.123489932885906,0.6676777361052466,0.6088726497055608,0.9550803465017876,0.0454545454545454,91.07966002
